Time Window,SYN Rate,SYN Percentage,Port Spread,ACK Response Rate,Source Diversity
short,very low,low,a few,complete response,moderately distributed
short,very low,low,several,no response,centralized
short,very low,low,several,no response,moderately distributed
short,very low,low,several,minimal response,centralized
short,very low,low,several,minimal response,moderately distributed
short,very low,low,several,partial response,centralized
short,very low,low,several,partial response,moderately distributed
short,very low,low,several,widespread response,centralized
short,very low,low,several,widespread response,moderately distributed
short,very low,low,several,broad response,centralized
short,very low,low,several,broad response,moderately distributed
short,very low,low,several,complete response,centralized
short,very low,low,several,complete response,moderately distributed
short,very low,moderate,a few,no response,centralized
short,very low,moderate,a few,no response,moderately distributed
short,very low,moderate,a few,minimal response,centralized
short,very low,moderate,a few,minimal response,moderately distributed
short,very low,moderate,a few,partial response,centralized
short,very low,moderate,a few,partial response,moderately distributed
short,very low,moderate,a few,widespread response,centralized
short,very low,moderate,a few,widespread response,moderately distributed
short,very low,moderate,a few,broad response,centralized
short,very low,moderate,a few,broad response,moderately distributed
short,very low,moderate,a few,complete response,centralized
short,very low,moderate,a few,complete response,moderately distributed
short,very low,moderate,several,no response,centralized
short,very low,moderate,several,no response,moderately distributed
short,very low,moderate,several,minimal response,centralized
short,very low,moderate,several,minimal response,moderately distributed
short,very low,moderate,several,partial response,centralized
short,very low,moderate,several,partial response,moderately distributed
short,very low,moderate,several,widespread response,centralized
short,very low,moderate,several,widespread response,moderately distributed
short,very low,moderate,several,broad response,centralized
short,very low,moderate,several,broad response,moderately distributed
short,very low,moderate,several,complete response,centralized
short,very low,moderate,several,complete response,moderately distributed
short,low,minimal,a few,no response,centralized
short,low,minimal,a few,no response,moderately distributed
short,low,minimal,a few,no response,highly distributed
short,low,minimal,a few,minimal response,centralized
short,low,minimal,a few,minimal response,moderately distributed
short,low,minimal,a few,minimal response,highly distributed
short,low,minimal,a few,partial response,centralized
short,low,minimal,a few,partial response,moderately distributed
short,low,minimal,a few,partial response,highly distributed
short,low,minimal,a few,widespread response,centralized
short,low,minimal,a few,widespread response,moderately distributed
short,low,minimal,a few,widespread response,highly distributed
short,low,minimal,a few,broad response,centralized
short,low,minimal,a few,broad response,moderately distributed
short,low,minimal,a few,broad response,highly distributed
short,low,minimal,a few,complete response,centralized
short,low,minimal,a few,complete response,moderately distributed
short,low,minimal,a few,complete response,highly distributed
short,low,minimal,several,no response,centralized
short,low,minimal,several,no response,moderately distributed
short,low,minimal,several,no response,highly distributed
short,low,minimal,several,minimal response,centralized
short,low,minimal,several,minimal response,moderately distributed
short,low,minimal,several,minimal response,highly distributed
short,low,minimal,several,partial response,centralized
short,low,minimal,several,partial response,moderately distributed
